number,tweet,label
401,#سلطانی_فر برای #پرسپولیس و هواداراش حتی تیم ملی رو هم نابود کرد دیگه #استقلال و #استراماچونی که رقیبم هستن کلا پرسپولیسی جماعت با هرکسی که باعث ارتقاء سطح فوتبال بشه و بازیکن سازی کنه مخالفن چون ذاتا دلالن  #استراماچونی_را_برگردانید,sport
402,☑️ #پرسپولیس ؛ تنهاترین تیم جهان...  ما هم فریاد زدیم، هشتگ ساختیم، اشک ریختیم و تجمع کردیم!   اما تنها یک پاسخ  از مازیار ناظمی بود تحریم و آمریکا!  صدایمان به جایی نرسید چون هیچکس تریبون ما نشد. برای ما نه از یادگار رهبر انقلاب خبری بود، نه.  #طلب_برانکو_را_پرداخت_کنید https://t.co/jcrUy9qxgL,sport
404,گرشاسبی مدیر لایق و با درایت  #گرشاسبی #برگرد #پرسپولیس,sport
409,واکنش تند هواداران پرسپولیس را به دنبال خواهد داشت  #پرسپولیس #گرشاسبی_را_برگردانید,sport
416,برانكو درخواست مهلت #پرسپوليس را رد كرد https://t.co/KBTVniJPmr,sport
428,اعتراف #طارمی به رعایت دسته جمعی قانون توسط باشگاه قانونمدار #پرسپولیس با همدستی حاج حسین #هدایتی!  #استراماچونی_را_برگردانید  #ReturnStramaccioni https://t.co/Le1AQqEoKZ,sport
429,خُب بازیکنای تیمای ایرانی تو قطر مجبورن 24 ساعت به خاطر قرنطینه از اتاقاشون خارج نشن، و قطعا از سر بیکاری همه ما رو با پستا و استوریاشون زخم خواهند کرد. #لیگ_قهرمانان_آسیا #پرسپولیس #استقلال #سپاهان #شهرخودرو,sport
431,آقا مگه ۳۵ درصد قرارداد ترابی نمی رسه به #پرسپولیس؟؟!! خوب بهش بگید همون رو واریز کنه به حساب برانکو 😡😡😡 #پول_برانکو_را_بدهید #قدرت_فراقانونی,sport
434,"غصه #پرسپولیس رو بخورم, غصه دردهای خودم رو بخورم, غصه زندگی تو این خراب شده و ستم هایی که می کنند رو بخورم؟؟!!! خدا مگه من چقدر توان دارم 😞",sport
437,همین چند روز پیش بود به جای جام، مشت و لگد تحویلشون داد اما ۸ میلیارد دادن بهش منت بزاره رو سرشون تمدید کنه! هواداراشون هم ذوق زده شدن:)   خدا هیچ هواداری رو انقدر ذلیل و هیچ رقیبی رو انقدر بی اصل و نسب نکنه #پرسپوليس https://t.co/MAdGgTad2F,sport
439,بعد از یک و سال نیم بازم پول برانکو جور نشد بهش نامه زدن خواهشا ۳۰ روز دیگه مهلت بده!!  اونور هم مثل همیشه حسابشون پر از ارز دولتیه ۶۵۰ هزاردلار شفر جوره تا پنجرشون باز بشه! #پرسپوليس https://t.co/8csfRa0xDo,sport
449,#برانکو ۳ سال #پرسپولیس رو قهرمان کرد و در چهارمین قهرمانی هم نقشش پررنگ بود. بیش از یک سال‌ه که پولش رو ندادن و تو این مدت میلیاردها تومن خرج بازیکن و مربی و ... کردند.دیگه برانکو باید چی کار می‌کرد تا عین آدم باهاش برخورد کنن؟ بعد از این همه مدت یک ماه دیگه هم وقت خواستن!!,sport
452,در حالی که طرفداران #استقلال همه جوره برای بازگشت #استراماچونی تلاش میکنند و هشتگ میزنند، ناگهان از سوی پیج‌های خاص، هشتگ بازگشت #گرشاسبی به هیئت مدیره #پرسپولیس هم رونمایی شد. در حالی که طی ۱۵ ماه گذشته، پرسپولیس #برانکو و #کالدرون را به دلیل مشابه با استرا از دست داده ۱/,sport
458,بزرگترین بادکنکی ک تو ایران باد شده استراماچونیه!بعداز یک سال هنوز یک پیشنهاد نداره که رقمش از غرامت سال دوم قراردادش از استقلال بیشترباشه،بعد اینجا براش طوفان توییتری راه میندازن!مقایسه کنید با رفتن برانکو و نوع برخورد پرسپولیسی ها  #پرسپولیس #قدرت_فراقانونی,sport
466,"""وقتی برای اشک ریختن نداریم""  میراث #برانكو فقط جامها و تیمی که ساخت نیست حرفاش هم میراث همیشگی ماست. #پرسپوليس #آقا_برانکو #قدرت_فراقانونی https://t.co/q2Hg7ex0QT",sport
467,#فينال_آسيا ورود جیمی جامپ و غیرت نیکمت نشینان و مربیان در دفاع از هوادار پرسپولیسی 🚩♥️♥️♥️♥️ #پرسپولیس #کاشیما https://t.co/xbdmy0QFZ3,sport
470,چرا هر وقت این بیست ثانیه رو میبینم اشکم درمیاد؟  تا کی قراره تن و بدنم با دیدن این صحنه بلرزه ؟!  چیه این #پرسپولیس آخه نفت و معدن و دریا و خشکی از شما #پرسپولیس از خودمون  فقط همین یه دلخوشی بسمونه  با صدا ببینید 💣 لعنت به؛ #فوتبال_حکومتی #مافیای_رسانه https://t.co/Hs5arOjsdT,sport
472,لطف کنه و وقتی میخواد سرمربی محبوب آبیا رو به نیمکتشون برگردونه نیاد مدیر عامل مورد علاقه پرسپولیسیا رو هم به پشت میز هدایت کنه و بیاد به جاش برای اینکه کفه ترازو کاملا برابر بشه برانکو رو که محبوب ترین سرمربی خارجی میشه گفت تاریخ پرسپولیسه بیاره  {ببخشید که طولانی شد} #پرسپولیس,sport
474,چقدر برایمان افتخار،غرور و جام آورد حالا بعد از یکسال و نیم از تاخیر اولیه تنها سی درصد پولش را دریافت کرده! تف به ذات بیشرفتان که بازم پولش را خرج کردید و بیشرمانه دوباره فرصت سی روزه خواسته اید! ننگ بر تو #وعده_پناه   #استیضاح_وزیر_ورزش #پرسپولیس https://t.co/mr4duHEFFy,sport
476,همه اینا رو گفتم که فقط ی چیز بگم و اون اینه که اگه وزارت ورزش حداقل ادعاش میشه که داره تعادل و بین سرخابیا رعایت میکنه دمش گرم فقط لطف کنه وقتی به هر کدوم ورزشگاه دلخواهشونو میده یا چمیدونم میگه جفتتون برین خصوصی سازی بشین یا چیزایی مثل این...... #پرسپولیس,sport
478,(به جز بازی پرسپولیس الهلال تو نیمه نهایی که خب تعداد اشتباهات داوریش به طرز کاملا افتضاحی به ضرر ما بود هرچند ی کم بعد هم همین اتفاق برای فینالیست شدن دوباره الهلال با انتخاب همون داور تو نیمه نهایی افتاد و خب باز هم صدای طرفداران تیم مقابل به عملکرد داور در اومد) #پرسپولیس,sport
479,خوب ما هم همین حرکتو وسط پوکرمون کردیم که البته خب دم آقای طاهری گرم بابت برانکو و ستاره های آینده ای که گرفته بود ولی پنجره مون هم بسته بود..... پس همچنان هر تیمی چیزی که لیاقتشه رو بدست میاره #پرسپولیس,sport
480,چون اون هم دقیقا همین مشکلو داره و به طور کلی هر کسی هر جوری و هر زمانی که گرفته نوش جونش به عنوان ی مثال برای تموم کردن نصف و نیمه ای بحث هم بهترین چیز ممکن یادآوری سپاهانه که دقیقا مثلا پرسپولیس اگر اشتباه نکنم همون وسط مسطای هتریک قهرمانیش(هه ایزی)ی فینال آسیا هم رفت #پرسپولیس,sport
481,یعنی پرسپولیسیا از همین الان منتظرن،استقلال سوم شه تو گروه ۳تیمشون،تا خشتکشو پاره کنن.. #استقلال #پرسپوليس  @TwittSportiran,sport
485,هرچند اساسا معتقد هر دو تیم گرفتار سیستم ناکارآمد مدیریت دولتی اند  آقا رها کنید این تیمها برای مردم اند، #استقلال و #پرسپولیس را رها کنید,sport
486,طلب #شفر برای سالی که مربی #استقلال نبوده پرداخت میشه  ولی طلب #برانکو برای سالی که مربی #پرسپولیس بوده و در همون سال 3 جام آورده پرداخت نمیشه  طلب #برانکو بدید بی شرف ها  پ.ن: عکس مربوط به کانال زهره فلاح زاده خبرنگار نزدیک‌ به باشگاه استقلال https://t.co/KfrfIuLvPd,sport
489,#پرسپولیس با پیشنهاد هشت میلیارد تومانی #علیپور برای فصل بعد موافقت کرده...  #مال_مفت_دل_بیرحم,sport
