number,tweet,label
17282,مردم پولشونو امانت میدن به بانک، بانک پولو باعشق هدیه میده به مفسداقتصادی،مفسد به عشق تیمش پول میده برابازگشت بازیکن فوتبال،بازیکن پول روبرمیداره براعشق وحال،بازیگر سینما عشقولانه پول بازیکن فوتبال روبالامیکشه! بعدمردم باعشق پول میدن برادیدن فیلمای همون بازیگر و اینست معجزه‌ عشق!,cultural
12937,⭕️ وقتی همه چیز برای سقوط دمشق آماده شده بود سردار سلیمانی چگونه به دمشق رفت؟  👤امیرعبداللهیان دستیار ویژه رئیس مجلس در امور بین‌الملل:  🔸سردار گفتند به دمشق می‌روم تا بشار اسد این پیام را بگیرد که من می‌روم و در کنار بشار اسد از اتاقش وضعیت را مدیریت می‌کنم و چنین کاری هم کرد. https://t.co/jcQY8pu4qH,politics
23465,میگف امروز دیگه نقش مهمی ندارم توی تئاتر شماها,cultural
19629,ترامپ: طرح آمریکا برای فراهم کردن #اینترنت_ماهواره_ای برای ایران اجرایی شده  پ ن: شما به جای اینکه دلتون برای فراهم کردن اینترنت بسوزه برای اون مردمی که بیماری های خاص دارند و دارو هاش رو تحریم کردید بسوزه  در ضمن شما چرا به مردم خودتون این اینترنت رو نمیدید؟🤔  #جریان_تحریف,politics
33256,همکاران عزیز پزشک و پرستار مشغول بکار در بخش های کووید خواهش میکنم تا دیدین بیمار مبتلا به کووید  بی قراری میکنه هالوپریدول نزنید ، اگه زدین به فکر اکستراپیرامیدال سندرم بعدش باشین!,health
2796,یعنی با قاطعیت میشه گفت تیم نوجوانان رئال و اسپورتینگ که دارن تو تورنمنت قطر بازی میکن سطح فنیشون از هشتاد درصد تیمای لیگ برتر (البته اگه اون دوپینگیارو هم تیم حساب کنیم) بهتره,sport
18599,دیروز دوشنبه از استاد درمان شناسی یه سوال پرسیدم جوابمو که داد بهم گفت خانم دکتر خیلی عجیب بود #EXO #엑소 @weareoneEXO @layzhang @B_Hundred_Hyun @EXOonearewe,health
2443,من دلم برا خراب کردنِ دریافتای والیبال  زمین خوردنای تو فوتسال یادنگرفتنای بالانس و چرخ وفلک ژیمناستیک  غش کردن تو زمین دومیدانی  خستگیِ کلاسای تایم اخر تنیس  تنگه ...:((,sport
25955,@Hussein_M97 بعد مامان من میگه چرا انقد فیلم علمی تخیلی اکشن میبینی وحشی شدی خل شدی..,scientific
18813,این انتقام خون سردار سلیمانی بود که بچه های سپاه باز اشتباه زدن !! #بیروت,politics
31544,@Aidaq1147 اميدوارم مشكلي نباشه ب سلامتي برگرده🥂,health
6818,@mohamadreza1394 سعادتمند یک شومن به تمام معناست ، از قراداد مینو که بعدا معلوم شد همزمان با پرسپولیسم بستن تا این مخروبه ای که با شو ارزش باشگاه رو اوردن پایین,sport
15309,@jonathanseabird بله شما قضیه همونی که میگه من از بیگانگان هرگز ننالم که با من هرچه کرد،ان اشنا کرد,politics
40716,لبنان بدون اینکه کسی داخلش #واردات_گندم بکنه کلی از سیلوهای گندمش رو از دست داد  مراقب کسانی که اساسی ترین کالای کشور رو میخوان بزنن باشید,economy
25505,"@Javanmardi75 یاد آور ""فاجعه سینما رکس آبادان"" و ""انفجار پلاسکو"" و هزاران جنایت و ویرانگری دیگر #فرقه_تبهکار",cultural
39761,@zahrahb @meftah سود اصلی این شرکتها از عدم عرضه و فروش ارز در بازار غیررسمی، تامین منابع ارزی خروج سرمایه از کشور و تامین مالی قاچاق است نه صادرات,economy
24075,چقدر موسیقی به فیلم نمیاد #کارگران_مشغول_کارند,cultural
44732,@mehdidustdar @Angry_6182 مردم رو فریب میدن، برای مثال آمریکا دموکراسی اما از مردم خودش بپرسی چه خبر بیشتر معترض هستند تا راضی باشند. من زیر یک سقف با کرد یا... نمی‌توانم زندگی کنم، من جامعه تماما تورک و علم دوست(جامعه علمی) و دور از مذهب میخواهم، اگر راضی هست شما بفرما طرف مرکز نشین ها زندگی کنيد.,scientific
6640,رییس سازمان محیط زیست گفته الودگی هوا هرسال ۳۰ هزارتا کشته میده. یعنی میشه ماهی ۲۵۰۰ نفر، بعد کرونا توی ۲ ماه ۱۸۰۰ نفر رو کشته,social
3682,"به‌اساس تصمیم شورای مدیریت لیگ برتر کرکت هند""IPL""، قرار است مسابقات این لیگ به‌تاریخ ۱۳ سپتامبر سال جاری آغاز گردد.  این دور مسابقات لیگ برتر کرکت هند در ابوظبی، شارجه و دوبی برگزار می‌شود و برای ۵۳ روز دوام می‌کند. https://t.co/nrFyCw2iVj",sport
31645,@donttcallmee به سلامتی غم https://t.co/4nlwQKsWDO,health
1680,@HalfbackVasat بفرما تا فوتبال از سن و سال ما گذشت دارن اینم مختلط میکنن 😂,sport
21972,طالبان در افغانستان کلی طرفدار داره و توی تمام این ده ها سال، دنیا جای جنگ مسلحانه با طالبان باید با اول به جنگ جهل طرفداران طالبان می‌رفت باید اینترنت رایگان رو در اختیارشان می‌گذاشت و قطعاً صلح طالبان استراتژی جنگیه حالا میبینین که این جماعت درست بشو نیست مثل ج.ا !,politics
18256,"Azadi | آزادی, [05.08.20 19:18] [ Photo ] ✅ در ادامه ساختن مجسمه و ماکت‌های عجیب و غریب از سردار سلیمانی؛ این‌بار مرکز آموزش فنی و حرفه‌ای شهرستان زرند استان کرمان با درست کردن این ماکت نشان دادند که سردار کتلت مخلوطی از فیروزآبای و حاج قاسم می باشد. @SepehrAzadi https://t.co/5EzSDcyG6f",politics
15925,درخشش «خورشید» در «فارسینما»  جایزهٔ #فارسینما (#زبان_فارسی در #سينما) به فیلم #خورشید رسید: ساختهٔ #مجید_مجیدی و نوشتهٔ همو به‌همراه #نیما_جاویدی.  #جشنوارهٔ_فیلم_فجر #جشنواره_فیلم_فجر  #جشنواره_فجر  #فجر۳۸ #تجلی_ارادهٔ_ملی #تجلی_اراده_ملی #انجمن_ویرایش_و_درست‌نویسی https://t.co/3tvLDMQVrM,cultural
1211,من همونیم که کانال فوتبال مورد نظر رو میگیرم، شروع میکنم به تخمه شکستن، در حالی که سرم تو گوشیه.بخاطر همین چهره کسی رو نمیشناسم، فقط اسمی کار میکنم. گل ها رو هم صحنه آهسته‌اش رو میبینم😐😂,sport
21884,شبکه طلا و ارز -  قیمت سکه، نیم سکه، ربع سکه: امروز هم قیمت طلا و سکه در ادامه روند صعودی یک ماه گذشته، با افزایش همراه شد. به گزارش اقتصادآنلاین، بهای هر قطعه سکه تمام طرح امامی با ۶۰هزار تومان افزایش نسبت به روز گذشته به پنج میلیون و ۲۲۰هزار تومان… https://t.co/B8RK3Qu7CV https://t.co/fSoYaUAwbw,economy
16163,انتخاب ناشیانه ؛بلای جان جشنواره فیلم فجر  ما گفتیم.شنیده نشد قبل از جشنواره فیلم نوشتیم که مجریان جلسات نشست ناشیانه انتخاب شده اند.                https://t.co/Zmt6hP0LXY,cultural
26303,@eaequalmincb2t @ip_Guy_ اصلا اگر چنین نتیجه‌ای توی رساله‌ش بگیره رساله خودش هم یه جورایی میره زیر سوال چون توی رساله نوشتن هزار جا موقعیت دزدی علمی پیش میاد پس طبق نتیجه‌گیری خودش باید رساله خودش هم کمی حاوی دزدی باشه😂,scientific
23218,@mjdbarfi در راستای این حرفت. دوست دارم تو آینده ای نه چندان دور تئاتری که در حال ساختشیمو نگا کنی و دوست دارم نظرتو بم بگی 💙بصورت اجرای زنده از سایت نمایش داده میشه. بعدا توی ی توییت مفصل راجبش توضیح میدم اما مشتاقم تا نظر و نقدتو بدونم راجبش 🍃تئاتر هنوز نفس میکشه,cultural
